region_id	region_label	prefix	maker	maker_zh	maker_ja	code_read	status	notes
japan_censored	日本有码	JUY	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_open	active	历史主线 · 本地库确认
japan_censored	日本有码	JYMA	熟女はつらいよ/熟女卍		熟女はつらいよ/熟女卍	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	KAGP	Kaguya Hime Pt / 辉夜姬	辉夜姬	かぐや姫Pt	std3_dmm	active	本地库确认
japan_censored	日本有码	KAM	カルマ		カルマ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	KAPD	kawaii / 卡哇伊	kawaii / 卡哇伊	kawaii*	std3_dmm	active	合辑/旁支 · 本地库确认
japan_censored	日本有码	KAVR	kawaii / 卡哇伊	kawaii / 卡哇伊	kawaii*	std3_dmm	active	VR · 本地库确认
japan_censored	日本有码	KAWD	kawaii / 卡哇伊	kawaii / 卡哇伊	kawaii*	std3_dmm	active	上一代 · 本地库确认
japan_censored	日本有码	KBKD	センタービレッジ		センタービレッジ	std3_dmm	active	本地库高频确认(≥100帖) · 熟女 · 用户确认
japan_censored	日本有码	KCDA	デジタルアーク		デジタルアーク	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	KIRE	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=86
japan_censored	日本有码	KIWVR	Million / 百万	Million / 百万	ミリオン	std3_dmm	active	VR · 本地库确认
japan_censored	日本有码	KKBT	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=7
japan_censored	日本有码	KKTN	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=22
japan_censored	日本有码	KMHR	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=71
japan_censored	日本有码	KMHRS	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=46
japan_censored	日本有码	KOJA	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	KRND	Hon-Naka / 本中	Hon-Naka / 本中	本中	std3_dmm	active	旁支 · 本地库确认
japan_censored	日本有码	KSBJ	KSB Kikaku / KSB企画	KSB	KSB企画	std3_dmm	active	本地库确认
japan_censored	日本有码	KSFN	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=18
japan_censored	日本有码	KTDS	ケートライブ		ケートライブ	std3_dmm	active	本地库高频确认(≥100帖) · TMA関連 · 用户确认
japan_censored	日本有码	KTRA	K-Tribe / K部落		ケートライブ	std3_dmm	active	色花堂有码列表×2 · DMM未命中·待复核
japan_censored	日本有码	KUSE	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=41
japan_censored	日本有码	KWBD	kawaii / 卡哇伊	kawaii / 卡哇伊	kawaii*	std3_dmm	active	精选 · 本地库确认
japan_censored	日本有码	LULU	LUNATICS / ルナティックス	LUNATICS	ルナティックス	std3_dmm	active	本地库确认
japan_censored	日本有码	MADM	クリスタル映像		クリスタル映像	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MADV	クリスタル映像		クリスタル映像	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MAS	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	MASD	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=22
japan_censored	日本有码	MBDD	Other Gravure / 其他写真		その他グラビア	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	MBM	MBM		MBM	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MBRAA	Other Gravure / 其他写真		その他グラビア	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	MBRBA	Other Gravure / 其他写真		その他グラビア	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	MCSR	ビッグモーカル		ビッグモーカル	std3_dmm	active	本地库高频确认(≥100帖) · 中出し人妻 · 用户确认
japan_censored	日本有码	MDB	BAZOOKA / バズーカ	Bazooka	バズーカ	std3_dmm	active	本地库确认
japan_censored	日本有码	MDBK	BAZOOKA / バズーカ	Bazooka	バズーカ	std3_dmm	active	本地库确认
japan_censored	日本有码	MDE	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=352；集团:WILL集团（原CA/北都集团）；IPPA:010054
japan_censored	日本有码	MDED	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=69
japan_censored	日本有码	MDF	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=10；集团:WILL集团（原CA/北都集团）；IPPA:010054
japan_censored	日本有码	MDG	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=18；集团:WILL集团（原CA/北都集团）；IPPA:010054
japan_censored	日本有码	MDI	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=93；集团:WILL集团（原CA/北都集团）；IPPA:010054
japan_censored	日本有码	MDJ	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=113；集团:WILL集团（原CA/北都集团）；IPPA:010054
japan_censored	日本有码	MDJD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=7
japan_censored	日本有码	MDLD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=107
japan_censored	日本有码	MDM	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=46
japan_censored	日本有码	MDON	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	配信限定 · 本地库确认
japan_censored	日本有码	MDP	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=45
japan_censored	日本有码	MDQ	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=8
japan_censored	日本有码	MDR	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=7
japan_censored	日本有码	MDS	Uchu Kikaku / 宇宙企划	宇宙企划	宇宙企画	std3_dmm	active	宇宙企画主线（勿与国产 MDS 混淆） · 本地库确认
japan_censored	日本有码	MDTM	宇宙企画		宇宙企画	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	MDUD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=20
japan_censored	日本有码	MDV	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=13
japan_censored	日本有码	MDVR	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	VR · 本地库确认
japan_censored	日本有码	MDW	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=11
japan_censored	日本有码	MDY	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=17
japan_censored	日本有码	MDYD	Tameike Goro / 溜池五郎	溜池五郎	溜池ゴロー	std3_dmm	active	极早历史号（也见于溜池） · 本地库确认
japan_censored	日本有码	MEKO	熟女LABO		熟女LABO	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	MESU	センタービレッジ		センタービレッジ	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	MEYD	Tameike Goro / 溜池五郎	溜池五郎	溜池ゴロー	std3_open	active	现行主线 · 本地库确认
japan_censored	日本有码	MFYD	Tameike Goro / 溜池五郎	溜池五郎	溜池ゴロー	std3_dmm	active	旁支 · 本地库确认
japan_censored	日本有码	MGOLD	Million / 百万	Million / 百万	ミリオン	std3_dmm	active	金色系列 · 本地库确认
japan_censored	日本有码	MIAA	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_open	active	非专属上一代 · 本地库确认
japan_censored	日本有码	MIAB	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	非专属企划现行 · 本地库确认
japan_censored	日本有码	MIAD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	早期 Acid · 本地库确认
japan_censored	日本有码	MIAE	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	Acid 更早 · 本地库确认
japan_censored	日本有码	MIAS	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=11
japan_censored	日本有码	MIBB	ミル		ミル	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MIBD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	旧作精选 · 本地库确认
japan_censored	日本有码	MID	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=5
japan_censored	日本有码	MIDA	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	专属现行 · 本地库确认
japan_censored	日本有码	MIDD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	早期专属 · 本地库确认
japan_censored	日本有码	MIDE	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_open	active	更早专属 · 本地库确认
japan_censored	日本有码	MIDV	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_open	active	专属上一代 · 本地库确认
japan_censored	日本有码	MIFD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	新人出道 · 本地库确认
japan_censored	日本有码	MIGD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	硬核企划 · 本地库确认
japan_censored	日本有码	MIHD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=12
japan_censored	日本有码	MIID	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=189；集团:WILL集团（原CA/北都集团）；IPPA:010054
japan_censored	日本有码	MIKR	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	active	本地库确认
japan_censored	日本有码	MILD	Million / 百万	Million / 百万	ミリオン	std3_dmm	active	较早主线 · 本地库确认
japan_censored	日本有码	MILK	MILK / ミルク	MILK	ミルク	std3_dmm	active	
japan_censored	日本有码	MIMK	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_open	active	漫画/黄油改编 · 本地库确认
japan_censored	日本有码	MIMU	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=25
japan_censored	日本有码	MINT	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=9
japan_censored	日本有码	MIQD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=11
japan_censored	日本有码	MIRD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	大型企划 · 本地库确认
japan_censored	日本有码	MISM	Emuko Labo / えむっ娘ラボ	Muko Lab	えむっ娘ラボ	std3_dmm	active	主线 · 本地库确认
japan_censored	日本有码	MIST	Mr.Michiru / 美汁流		ミスターミチル	std3_dmm	active	色花堂有码列表×2 · DMM确认
japan_censored	日本有码	MIVD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=29
japan_censored	日本有码	MIXS	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=5
japan_censored	日本有码	MIZD	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	新作精选 · 本地库确认
japan_censored	日本有码	MKCK	E-BODY / 好身材	E-BODY / 好身材	E-BODY	std3_dmm	active	身材精选 · 本地库确认
japan_censored	日本有码	MKD	Mothers / 母亲们		マザーズ	std3_dmm	active	色花堂有码列表×1 · DMM确认
japan_censored	日本有码	MKMP	Million / 百万	Million / 百万	ミリオン	std3_dmm	active	现行更常见 · 权威站:javbus · 本地库确认 · 色花堂有码列表×4
japan_censored	日本有码	MKON	かぐや姫Pt		かぐや姫Pt	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MKY	MOODYZ / 慕迪斯		ムーディーズ	std3_dmm	active	片商表/ranges/DMM/权威站 · 【注意】与国产同名号前缀撞车，请按 region 区分
japan_censored	日本有码	MMB	桃太郎映像出版		桃太郎映像出版	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MMGH	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=281
japan_censored	日本有码	MMKZ	MARRION		MARRION	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MMUS	MARRION		MARRION	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MNGS	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=67
japan_censored	日本有码	MOER	MOODYZ / 慕迪斯	MOODYZ / 慕迪斯	ムーディーズ	std3_dmm	active	历史扩前缀 movieCount=11
japan_censored	日本有码	MOGI	MOODYZ / 慕迪斯		ムーディーズ	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	MOND	Takara Eizou / タカラ映像	Takara Eizou	タカラ映像	std3_dmm	active	あこがれ一类 · 权威站:javbus · 本地库确认 · 色花堂有码列表×1
japan_censored	日本有码	MOOC	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	MOON	YONAKA		YONAKA	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MOT	Mother / マザー	Mother	マザー	std3_dmm	active	本地库确认
japan_censored	日本有码	MREC	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	历史扩前缀 movieCount=11
japan_censored	日本有码	MRSS	Mrs no Sugao / 人妻素颜	人妻素颜	ミセスの素顔	std3_dmm	active	本地库确认
japan_censored	日本有码	MSFH	SODクリエイト		SODクリエイト	std3_open	active	历史扩前缀 movieCount=57
japan_censored	日本有码	MSQ	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	MTALL	Materiall / マテリアル	Materiall	マテリアル	std3_dmm	active	本地库确认
japan_censored	日本有码	MTON	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	历史扩前缀 movieCount=9
japan_censored	日本有码	MUCD	Muku / 无垢	无垢	無垢	std3_dmm	active	旁支/合集 · 本地库确认
japan_censored	日本有码	MUDR	Muku / 无垢	无垢	無垢	std3_dmm	active	常见主线 · 本地库确认
japan_censored	日本有码	MUKC	Muku / 无垢	无垢	無垢	std3_dmm	active	旁支 · 本地库确认
japan_censored	日本有码	MUKD	Muku / 无垢	无垢	無垢	std3_dmm	active	常见主线 · 本地库确认
japan_censored	日本有码	MUM	ミニマム		ミニマム	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	MVG	MVG / 电影门		ムービーゲート	std3_dmm	active	色花堂有码列表×1 · DMM确认
japan_censored	日本有码	MVSD	M's Video Group / エムズビデオグループ	M's Video	エムズビデオグループ	std3_open	active	主线 · 本地库确认
japan_censored	日本有码	MXBD	マキシング		マキシング	std3_dmm	active	本地库高频确认(≥100帖) · BD旧番号 · 用户确认
japan_censored	日本有码	MXGS	MAXING / マキシング	Maxing	マキシング	std3_dmm	active	单片主线 · 本地库确认
japan_censored	日本有码	MXSPS	MAXING / マキシング	Maxing	マキシング	std3_dmm	active	精选 · 本地库确认
japan_censored	日本有码	MZQ	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	NACR	Planet Plus / プラネットプラス	Planet Plus	プラネットプラス	std3_open	active	家政妇企划 · 本地库确认
japan_censored	日本有码	NACT	Planet Plus / プラネットプラス	Planet Plus	プラネットプラス	std3_dmm	active	较新系列 · 权威站:javbus · 本地库确认 · 色花堂有码列表×7
japan_censored	日本有码	NACX	プラネットプラス		プラネットプラス	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	NAD	DOC / ドック	DOC	ドック	std3_dmm	active	本地库确认
japan_censored	日本有码	NASH	Crystal Eizou / クリスタル映像	Crystal	クリスタル映像	std3_dmm	active	本地库确认
japan_censored	日本有码	NASK	なでしこ		なでしこ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	NASS	Nadeshiko / なでしこ	Nadeshiko	なでしこ	std3_dmm	active	本地库确认
japan_censored	日本有码	NATR	Big Morkal / ビッグモーカル	Big Morkal	ビッグモーカル	std3_dmm	active	本地库确认
japan_censored	日本有码	NDRA	JET Eizou / JET映像	JET	JET映像	std3_dmm	active	相关企划 · 本地库确认
japan_censored	日本有码	NFDM	Freedom / フリーダム	Freedom	フリーダム	std3_dmm	active	本地库确认
japan_censored	日本有码	NGHJ	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	NGOD	JET Eizou / JET映像	JET	JET映像	std3_open	active	人妻 NTR · 本地库确认 · 色花堂有码列表×2
japan_censored	日本有码	NHDT	Natural High / 自然高	Natural High / 自然高	ナチュラルハイ	std3_dmm	active	更早短号 · 本地库确认
japan_censored	日本有码	NHDTA	Natural High / 自然高	Natural High / 自然高	ナチュラルハイ	std3_dmm	active	上一代 · 本地库确认
japan_censored	日本有码	NHDTB	Natural High / 自然高	Natural High / 自然高	ナチュラルハイ	std3_dmm	active	现行常见 · 本地库确认
japan_censored	日本有码	NHDTC	Natural High / 自然高	Natural High / 自然高	ナチュラルハイ	std3_dmm	active	旁支换代 · 本地库确认
japan_censored	日本有码	NIMA	Fitch / フィッチ	Fitch	フィッチ	std3_dmm	active	漫画改编一类 · 本地库确认
japan_censored	日本有码	NITR	Crystal Eizou / クリスタル映像	Crystal	クリスタル映像	std3_dmm	active	本地库确认
japan_censored	日本有码	NKKD	JET Eizou / JET映像	JET	JET映像	std3_dmm	active	相关企划 · 本地库确认
japan_censored	日本有码	NNOD	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	NPS	ピーターズ		ピーターズ	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	NSFS	Nagae STYLE / 永江STYLE	永江STYLE	ながえSTYLE	std3_open	active	和姦郁向剧情线 系列号 · 权威站:javbus · 本地库确认 · 色花堂有码列表×2
japan_censored	日本有码	NSPS	Nagae STYLE / 永江STYLE	永江STYLE	ながえSTYLE	std3_dmm	active	本地库确认
japan_censored	日本有码	NTRD	中嶋興業		中嶋興業	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	NTTR	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=60
japan_censored	日本有码	NUKA	Center Village / センタービレッジ	Center Village	センタービレッジ	std3_dmm	active	本地库确认
japan_censored	日本有码	NVH	グローリークエスト		グローリークエスト	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	NWF	ワンズファクトリー		ワンズファクトリー	std3_dmm	active	本地库高频确认(≥100帖) · WANZ旧番号 · 用户确认
japan_censored	日本有码	OAE	Other Gravure / 其他写真		その他グラビア	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	OBA	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	更高龄熟女 · 本地库确认
japan_censored	日本有码	OBE	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	历史扩前缀 movieCount=39
japan_censored	日本有码	OERO	Other Censored / 其他有码	Other Censored / 其他有码	その他有码	std3_dmm	fallback	库内有片；厂牌署名不明，归入其他有码兜底（用户确认：不删）
japan_censored	日本有码	OFES	S1 NO.1 STYLE / 第一风格	S1 NO.1 STYLE / 第一风格	エスワン ナンバーワンスタイル	std3_dmm	active	活动/企划旁支 · 本地库确认
japan_censored	日本有码	OFJE	S1 NO.1 STYLE / 第一风格	S1 NO.1 STYLE / 第一风格	エスワン ナンバーワンスタイル	std3_open	active	精选合集 · 本地库确认
japan_censored	日本有码	OKAD	おかず。		おかず。	std3_dmm	active	本地库高频确认(≥100帖) · KMP · 用户确认
japan_censored	日本有码	OKAX	おかず。		おかず。	std3_dmm	active	本地库高频确认(≥100帖) · KMP · 用户确认
japan_censored	日本有码	OKSN	ABC/妄想族		ABC/妄想族	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	OKYH	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=80
japan_censored	日本有码	ONE	S1 NO.1 STYLE / 第一风格	S1 NO.1 STYLE / 第一风格	エスワン ナンバーワンスタイル	std3_dmm	active	历史扩前缀 movieCount=59
japan_censored	日本有码	ONED	S1 NO.1 STYLE / 第一风格	S1 NO.1 STYLE / 第一风格	エスワン ナンバーワンスタイル	std3_dmm	active	最早主线 · 本地库确认
japan_censored	日本有码	ONEZ	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	ONS	S1 NO.1 STYLE / 第一风格	S1 NO.1 STYLE / 第一风格	エスワン ナンバーワンスタイル	std3_dmm	active	历史扩前缀 movieCount=5
japan_censored	日本有码	ONSD	S1 NO.1 STYLE / 第一风格	S1 NO.1 STYLE / 第一风格	エスワン ナンバーワンスタイル	std3_dmm	active	早期精选 · 本地库确认
japan_censored	日本有码	ONSG	ゲインコーポレーション		ゲインコーポレーション	std3_open	active	本地库高频确认(≥100帖)
japan_censored	日本有码	OPEN	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=5
japan_censored	日本有码	OVG	Glory Quest / グローリークエスト	Glory Quest	グローリークエスト	std3_open	active	旁支/合集 · 本地库确认
japan_censored	日本有码	PARATHD	パラダイステレビ		パラダイステレビ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	PARM	アロマ企画		アロマ企画	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	PBD	PREMIUM / 高级	PREMIUM / 高级	プレミアム	std3_dmm	active	打包/系列 · 本地库确认
japan_censored	日本有码	PFES	PREMIUM / 高级	PREMIUM / 高级	プレミアム	std3_dmm	active	精选 · 本地库确认
japan_censored	日本有码	PGD	PREMIUM / 高级	PREMIUM / 高级	プレミアム	std3_dmm	active	上一代 · 本地库确认
japan_censored	日本有码	PID	プレミアム		プレミアム	std3_dmm	active	历史扩前缀 movieCount=21
japan_censored	日本有码	PIYO	ひよこ		ひよこ	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	PJD	PREMIUM / 高级	PREMIUM / 高级	プレミアム	std3_dmm	active	企划旁支 · 本地库确认
japan_censored	日本有码	PKPD	パコパコ団とゆかいな仲間たち/妄想族		パコパコ団とゆかいな仲間たち/妄想族	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	PPBD	OPPAI / おっぱい	OPPAI	おっぱい	std3_dmm	active	精选 · 本地库确认
japan_censored	日本有码	PPPD	OPPAI / おっぱい	OPPAI	おっぱい	std3_dmm	active	上一代 · 本地库确认
japan_censored	日本有码	PPPE	OPPAI / おっぱい	OPPAI	おっぱい	std3_open	active	现行主线 · 本地库确认
japan_censored	日本有码	PPSD	OPPAI / おっぱい	OPPAI	おっぱい	std3_dmm	active	系列/企划 · 本地库确认
japan_censored	日本有码	PPT	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	本地库确认
japan_censored	日本有码	PRDB	SODクリエイト		SODクリエイト	std3_dmm	active	历史扩前缀 movieCount=30
japan_censored	日本有码	PRED	PREMIUM / 高级	PREMIUM / 高级	プレミアム	std3_open	active	现行主线 · 本地库确认
japan_censored	日本有码	PRST	PREMIUM / 高级	PREMIUM / 高级	プレミアム	std3_dmm	active	少量系列 · 本地库确认
japan_censored	日本有码	PRTD	プレミアム		プレミアム	std3_dmm	active	历史扩前缀 movieCount=29
japan_censored	日本有码	PRVR	プレミアム		プレミアム	std3_dmm	active	历史扩前缀 movieCount=91
japan_censored	日本有码	PRWF	プレミアム		プレミアム	std3_dmm	active	历史扩前缀 movieCount=13
japan_censored	日本有码	PTS	ピーターズ		ピーターズ	std3_dmm	active	本地库高频确认(≥100帖) · 用户确认
japan_censored	日本有码	PXD	PREMIUM / 高级	PREMIUM / 高级	プレミアム	std3_dmm	active	企划旁支 · 本地库确认
japan_censored	日本有码	PXVR	PRESTIGE / 普雷斯提奇	PRESTIGE / 普雷斯提奇	プレステージ	std3_dmm	active	VR · 本地库确认
japan_censored	日本有码	PYM	ピーターズ		ピーターズ	std3_dmm	active	本地库高频确认(≥100帖) · 极少 · 用户确认
japan_censored	日本有码	RBB	ROOKIE / ルーキー	ROOKIE	ルーキー	std3_dmm	active	精选 · 本地库确认
japan_censored	日本有码	RBD	Attackers / 攻击者	Attackers / 攻击者	アタッカーズ	std3_open	active	囚禁拘束 · 本地库确认
japan_censored	日本有码	RBK	Attackers / 攻击者	Attackers / 攻击者	アタッカーズ	std3_dmm	active	囚禁后继 · 本地库确认
japan_censored	日本有码	RCT	ROCKET / 火箭	ROCKET / 火箭	ロケット	std3_dmm	active	较早 · 本地库确认
japan_censored	日本有码	RCTD	ROCKET / 火箭	ROCKET / 火箭	ロケット	std3_dmm	active	现行更常见 · 权威站:javbus · 本地库确认 · 色花堂有码列表×3
japan_censored	日本有码	REAL	REAL / レアル	REAL	レアル	std3_dmm	active	
japan_censored	日本有码	REBD	REbecca / 丽贝卡		レベッカ	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	REBDB	REbecca / 丽贝卡		レベッカ	std3_dmm	active	片商表/ranges/DMM/权威站
japan_censored	日本有码	REXD	レッド		レッド	std3_dmm	active	本地库高频确认(≥100帖)
japan_censored	日本有码	RKI	ROOKIE / ルーキー	ROOKIE	ルーキー	std3_dmm	active	单片/企划 · 权威站:javbus · 本地库确认 · 色花堂有码列表×2
japan_censored	日本有码	RLMP	REAL / レアル		レアル	std3_dmm	active	色花堂有码列表×4 · DMM确认
japan_censored	日本有码	ROE	Madonna / 麦当娜	Madonna / 麦当娜	マドンナ	std3_dmm	active	四十代向 · 权威站:javbus · 本地库确认 · 色花堂有码列表×7
